iter	Passed	Remaining
1660	310400	63350
1661	310570	63160
1662	310750	62972
1663	310924	62782
1664	311106	62594
1665	311267	62403
1666	311448	62214
1667	311614	62023
1668	311784	61833
1669	311956	61644
1670	312131	61455
1671	312311	61266
1672	312566	61093
1673	312819	60919
1674	313166	60763
1675	313366	60579
1676	313558	60393
1677	313748	60206
1678	313929	60018
1679	314134	59835
1680	314312	59646
1681	314498	59459
1682	314650	59265
1683	314845	59080
1684	315042	58895
1685	315216	58705
1686	315401	58518
1687	315560	58326
1688	315745	58138
1689	315917	57949
1690	316121	57765
1691	316295	57576
1692	316458	57384
1693	316698	57207
1694	316951	57032
1695	317131	56844
1696	317301	56654
1697	317461	56462
1698	317628	56272
1699	317796	56081
1700	317961	55890
1701	318128	55700
1702	318316	55513
1703	318495	55325
1704	318674	55137
1705	318860	54950
1706	319030	54760
1707	319358	54597
1708	319546	54410
1709	319718	54221
1710	319942	54040
1711	320130	53853
1712	320322	53667
1713	320543	53486
1714	320718	53297
1715	320879	53105
1716	321042	52914
1717	321204	52723
1718	321377	52534
1719	321545	52344
1720	321697	52152
1721	321867	51962
1722	322056	51775
1723	322235	51587
1724	322388	51395
1725	322560	51206
1726	322711	51013
1727	322893	50825
1728	323059	50635
1729	323229	50446
1730	323410	50258
1731	323573	50068
1732	323743	49878
1733	323931	49691
1734	324105	49503
1735	324268	49312
1736	324443	49124
1737	324615	48935
1738	324794	48747
1739	324974	48559
1740	325149	48370
1741	325302	48179
1742	325467	47989
1743	325653	47802
1744	325834	47614
1745	325996	47424
1746	326182	47237
1747	326344	47047
1748	326540	46862
1749	326724	46674
1750	326912	46488
1751	327123	46305
1752	327318	46119
1753	327525	45935
1754	327735	45752
1755	327955	45570
1756	328192	45390
1757	328378	45203
1758	328583	45019
1759	328783	44834
1760	328950	44644
1761	329128	44456
1762	329332	44272
1763	329550	44089
1764	329738	43902
1765	329921	43715
1766	330076	43524
1767	330235	43334
1768	330427	43147
1769	330618	42961
1770	330792	42773
1771	330985	42587
1772	331168	42400
1773	331313	42207
1774	331525	42024
1775	331740	41841
1776	331939	41655
1777	332165	41473
1778	332402	41293
1779	332558	41102
1780	332760	40917
1781	332968	40733
1782	333185	40550
1783	333406	40367
1784	333625	40184
1785	333804	39996
1786	333969	39807
1787	334144	39618
1788	334433	39444
1789	334641	39259
1790	334812	39070
1791	334966	38880
1792	335159	38693
1793	335353	38507
1794	335544	38321
1795	335725	38133
1796	335896	37944
1797	336049	37754
1798	336227	37566
1799	336415	37379
1800	336587	37190
1801	336771	37003
1802	336966	36817
1803	337151	36630
1804	337347	36444
1805	337537	36258
1806	337706	36069
1807	337911	35884
1808	338175	35705
1809	338380	35520
1810	338585	35335
1811	338770	35148
1812	338951	34960
1813	339136	34773
1814	339330	34587
1815	339519	34400
1816	339692	34212
1817	339874	34024
1818	340072	33838
1819	340261	33652
1820	340454	33465
1821	340628	33277
1822	340813	33090
1823	340993	32902
1824	341166	32714
1825	341333	32525
1826	341520	32338
1827	341705	32151
1828	341889	31964
1829	342087	31778
1830	342256	31590
1831	342443	31403
1832	342609	31214
1833	342777	31025
1834	342954	30837
1835	343142	30651
1836	343316	30463
1837	343488	30274
1838	343663	30086
1839	343845	29899
1840	344024	29712
1841	344214	29525
1842	344389	29337
1843	344579	29150
1844	344757	28963
1845	344941	28776
1846	345106	28587
1847	345274	28399
1848	345449	28211
1849	345626	28023
1850	345798	27835
1851	345975	27648
1852	346162	27461
1853	346362	27275
1854	346551	27088
1855	346723	26900
1856	346913	26714
1857	347111	26528
1858	347292	26341
1859	347454	26152
1860	347624	25964
1861	347818	25778
1862	348005	25591
1863	348160	25402
1864	348316	25213
1865	348489	25025
1866	348671	24838
1867	348837	24650
1868	349016	24462
1869	349192	24275
1870	349374	24088
1871	349527	23899
1872	349715	23712
1873	349908	23526
1874	350088	23339
1875	350261	23151
1876	350443	22964
1877	350627	22777
1878	350823	22591
1879	351013	22405
1880	351201	22218
1881	351375	22030
1882	351559	21844
1883	351746	21657
1884	351943	21471
1885	352095	21282
1886	352252	21094
1887	352428	20906
1888	352624	20720
1889	352795	20533
1890	352990	20346
1891	353185	20160
1892	353364	19973
1893	353533	19785
1894	353721	19599
1895	353895	19411
1896	354092	19225
1897	354275	19039
1898	354451	18851
1899	354613	18663
1900	354805	18477
1901	354966	18289
1902	355131	18101
1903	355299	17914
1904	355487	17727
1905	355660	17540
1906	355847	17353
1907	356026	17166
1908	356258	16982
1909	356450	16796
1910	356641	16609
1911	356806	16422
1912	356996	16235
1913	357181	16048
1914	357364	15862
1915	357547	15675
1916	357719	15488
1917	357883	15300
1918	358077	15114
1919	358264	14927
1920	358416	14739
1921	358583	14552
1922	358772	14365
1923	358952	14179
1924	359127	13991
1925	359295	13804
1926	359474	13617
1927	359644	13430
1928	359828	13244
1929	360024	13057
1930	360186	12870
1931	360342	12682
1932	360506	12495
1933	360692	12309
1934	360861	12121
1935	361030	11934
1936	361208	11748
1937	361391	11561
1938	361560	11374
1939	361735	11187
1940	361928	11001
1941	362117	10815
1942	362301	10628
1943	362476	10441
1944	362647	10254
1945	362826	10068
1946	363014	9881
1947	363202	9695
1948	363374	9508
1949	363540	9321
1950	363719	9134
1951	363895	8948
1952	364086	8761
1953	364262	8575
1954	364459	8389
1955	364639	8202
1956	364817	8015
1957	364998	7829
1958	365195	7643
1959	365344	7456
1960	365503	7269
1961	365676	7082
1962	365837	6895
1963	366027	6709
1964	366190	6522
1965	366358	6335
1966	366537	6149
1967	366702	5962
1968	366868	5775
1969	367044	5589
1970	367220	5403
1971	367404	5216
1972	367580	5030
1973	367720	4843
1974	367897	4656
1975	368081	4470
1976	368258	4284
1977	368421	4097
1978	368580	3911
1979	368756	3724
1980	368942	3538
1981	369137	3352
1982	369328	3166
1983	369520	2980
1984	369689	2793
1985	369839	2607
1986	370006	2420
1987	370191	2234
1988	370363	2048
1989	370545	1862
1990	370737	1675
1991	370901	1489
1992	371075	1303
1993	371270	1117
1994	371438	930
1995	371614	744
1996	371793	558
1997	371954	372
1998	372134	186
1999	372312	0
