iter	Logloss
1514	0.5787446689
1515	0.5787208205
1516	0.5787151664
1517	0.578704234
1518	0.5787006791
1519	0.5786663622
1520	0.5786295743
1521	0.5786251181
1522	0.5786120473
1523	0.5785910982
1524	0.5785787618
1525	0.5785584143
1526	0.5785525682
1527	0.5785374091
1528	0.5785153349
1529	0.5784987848
1530	0.5784887382
1531	0.5784788557
1532	0.5784562572
1533	0.5784397102
1534	0.5784157997
1535	0.5783908208
1536	0.5783868285
1537	0.5783578869
1538	0.578350017
1539	0.5783421391
1540	0.5783363245
1541	0.578312845
1542	0.5782799794
1543	0.578270114
1544	0.5782499531
1545	0.578224507
1546	0.5782148505
1547	0.5782055978
1548	0.5781976198
1549	0.5781846253
1550	0.5781787799
1551	0.5781720343
1552	0.5781645026
1553	0.5781555377
1554	0.5781417163
1555	0.5781181322
1556	0.5780876893
1557	0.5780741335
1558	0.5780664049
1559	0.5780509407
1560	0.5780418548
1561	0.5780059817
1562	0.5779808041
1563	0.5779634991
1564	0.5779454861
1565	0.5779355813
1566	0.577933272
1567	0.5779195363
1568	0.577893711
1569	0.5778841615
1570	0.5778664038
1571	0.5778595245
1572	0.5778505173
1573	0.577845126
1574	0.5778298177
1575	0.577807009
1576	0.5777950598
1577	0.5777849917
1578	0.5777777276
1579	0.5777657587
1580	0.5777580928
1581	0.5777486608
1582	0.577727303
1583	0.5777208309
1584	0.5777025554
1585	0.5776944391
1586	0.5776841219
1587	0.5776668427
1588	0.577633419
1589	0.5776243364
1590	0.5776202626
1591	0.5776189658
1592	0.5776153035
1593	0.577610947
1594	0.5776031239
1595	0.5775966933
1596	0.5775502342
1597	0.5775078918
1598	0.5774861944
1599	0.5774809227
1600	0.577474714
1601	0.5774665577
1602	0.5774405209
1603	0.5774022104
1604	0.5773720234
1605	0.5773646726
1606	0.5773474075
1607	0.577317934
1608	0.577310422
1609	0.5773050029
1610	0.5772937694
1611	0.5772606567
1612	0.5772472857
1613	0.5772190154
1614	0.5772050135
1615	0.5771925912
1616	0.577186356
1617	0.577172015
1618	0.5771618089
1619	0.5771549799
1620	0.577148607
1621	0.5771456423
1622	0.5771361841
1623	0.5771222522
1624	0.5771178997
1625	0.5771096359
1626	0.5771026071
1627	0.5770788376
1628	0.5770672304
1629	0.5770493253
1630	0.5770305236
1631	0.577027454
1632	0.5770205582
1633	0.5769984046
1634	0.5769901437
1635	0.576959979
1636	0.5769521692
1637	0.5769476045
1638	0.5769373867
1639	0.5769304216
1640	0.5769120873
1641	0.5769060781
1642	0.5768831986
1643	0.5768724318
1644	0.5768683149
1645	0.5768582545
1646	0.5768304497
1647	0.5768148745
1648	0.5768033942
1649	0.5768001859
1650	0.5767795802
1651	0.5767649098
1652	0.5767490683
1653	0.5767346353
1654	0.5767291012
1655	0.5767060849
1656	0.5766680585
1657	0.5766598651
1658	0.5766527685
1659	0.5766481183
1660	0.5766378113
1661	0.5766306928
1662	0.5766154325
1663	0.5766049526
1664	0.5765834198
1665	0.5765774726
1666	0.5765572147
1667	0.5765439313
1668	0.5765172399
1669	0.5765045158
1670	0.5764978399
1671	0.5764965638
1672	0.5764837435
1673	0.5764800352
1674	0.5764732464
1675	0.5764627214
1676	0.5764565512
1677	0.5764466819
1678	0.576437458
1679	0.5764254694
1680	0.5764181719
1681	0.5763964613
1682	0.5763871415
1683	0.5763779045
1684	0.5763515292
1685	0.5763383545
1686	0.5763274106
1687	0.5763204525
1688	0.5762891693
1689	0.5762818474
1690	0.5762699546
1691	0.5762561202
1692	0.5762467317
1693	0.5762360832
1694	0.5762184403
1695	0.5762058887
1696	0.5761701444
1697	0.5761632031
1698	0.5761291078
1699	0.5761123672
1700	0.5760985838
1701	0.576094554
1702	0.5760858149
1703	0.5760712392
1704	0.5760642586
1705	0.57605104
1706	0.5760439773
1707	0.5760292483
1708	0.5760117529
1709	0.5760064423
1710	0.5759944307
1711	0.5759702418
1712	0.5759634576
1713	0.5759556385
1714	0.5759376096
1715	0.5759291149
1716	0.5759237076
1717	0.5759185696
1718	0.5759141488
1719	0.5758917474
1720	0.5758688322
1721	0.5758619225
1722	0.5758541902
1723	0.5758340221
1724	0.575827855
1725	0.5758136263
1726	0.5758056118
1727	0.5757785158
1728	0.5757619214
1729	0.5757576617
1730	0.5757359901
1731	0.5757218956
1732	0.5757164676
1733	0.5757021132
1734	0.5756679943
1735	0.5756398394
1736	0.5756188202
1737	0.5756141264
1738	0.5755968917
1739	0.5755873016
1740	0.5755591335
1741	0.5755548154
1742	0.575546957
1743	0.5755261853
1744	0.5754984892
1745	0.5754863747
1746	0.5754748529
1747	0.5754654747
1748	0.5754560868
1749	0.5754413259
1750	0.5754333553
1751	0.5753977011
1752	0.5753835679
1753	0.5753683653
1754	0.5753597539
1755	0.5753540152
1756	0.5753330242
1757	0.5753167277
1758	0.5752805843
1759	0.5752532962
1760	0.5752420837
1761	0.5752104393
1762	0.5751920703
1763	0.575179847
1764	0.575165205
1765	0.5751542602
1766	0.5751468805
1767	0.5751248513
1768	0.5751208081
1769	0.5751142372
1770	0.5750912853
1771	0.5750802119
1772	0.5750667211
1773	0.5750366336
1774	0.5750272543
1775	0.575013315
1776	0.5750015864
1777	0.5749879369
1778	0.5749821362
1779	0.5749639594
1780	0.5749473664
1781	0.5749348569
1782	0.5749094943
1783	0.5748892272
1784	0.5748798917
1785	0.5748718464
1786	0.5748596119
1787	0.5748523176
1788	0.5748457939
1789	0.5748377859
1790	0.574830428
1791	0.5748036449
1792	0.5747984646
1793	0.5747768484
1794	0.5747459545
1795	0.5747383847
1796	0.574715139
1797	0.574706924
1798	0.5747019476
1799	0.5746885702
1800	0.5746724991
1801	0.5746689414
1802	0.5746607851
1803	0.5746555787
1804	0.5746499797
1805	0.5746132854
1806	0.5745874189
1807	0.5745731818
1808	0.5745625885
1809	0.5745368342
1810	0.5745114583
1811	0.5745037185
1812	0.5744837157
1813	0.5744802742
1814	0.5744535578
1815	0.5744464176
1816	0.5744404129
1817	0.5744351175
1818	0.574419178
1819	0.5744087462
1820	0.5744053959
1821	0.5743941597
1822	0.5743879833
1823	0.5743792765
1824	0.5743601937
1825	0.5743485737
1826	0.5743330476
1827	0.5743227228
1828	0.5742979049
1829	0.5742847317
1830	0.5742773836
1831	0.5742608049
1832	0.5742479867
1833	0.5742355249
1834	0.5742291835
1835	0.5742191074
1836	0.5742055463
1837	0.5741868705
1838	0.5741730459
1839	0.5741617394
1840	0.5741400981
1841	0.5741353888
1842	0.5741203648
1843	0.574102771
1844	0.5740891757
1845	0.5740834184
1846	0.5740669932
1847	0.5740588325
1848	0.5740495821
1849	0.5740412888
1850	0.5740369242
1851	0.5739900233
1852	0.573985469
1853	0.5739712675
1854	0.5739665351
1855	0.5739590916
1856	0.5739509708
1857	0.5739240741
1858	0.5739054631
1859	0.5738919979
1860	0.5738697919
1861	0.5738594339
1862	0.5738514087
1863	0.5738329307
1864	0.5738174003
1865	0.573809543
1866	0.5737831042
1867	0.5737738136
1868	0.573763206
1869	0.5737567989
1870	0.5737431943
1871	0.5737375108
1872	0.5737233657
1873	0.5737003649
1874	0.5736960799
1875	0.5736895302
1876	0.5736824618
1877	0.5736675745
1878	0.5736472644
1879	0.573623093
1880	0.5736003566
1881	0.5735952525
1882	0.5735871374
1883	0.5735789291
1884	0.5735748814
1885	0.5735693813
1886	0.573564012
1887	0.5735496259
1888	0.5735251104
1889	0.5735166476
1890	0.5735089225
1891	0.5734862897
1892	0.5734686656
1893	0.5734616993
1894	0.5734442176
1895	0.5734257837
1896	0.5734032463
1897	0.5733913322
1898	0.573381311
1899	0.5733695022
1900	0.5733627268
1901	0.5733552439
1902	0.5733437108
1903	0.5733301703
1904	0.5733209616
1905	0.5733024051
1906	0.5732960758
1907	0.5732778957
1908	0.5732731917
1909	0.5732550689
1910	0.5732485974
1911	0.5732428609
1912	0.5732415423
1913	0.5732311268
1914	0.573225675
1915	0.5732149151
1916	0.5732056347
1917	0.5731925208
1918	0.5731849424
1919	0.5731627983
1920	0.5731506236
1921	0.5731430436
1922	0.5731314228
1923	0.5731134797
1924	0.5730844546
1925	0.5730768138
1926	0.5730665887
1927	0.5730468379
1928	0.5730279679
1929	0.5730222548
1930	0.5730040889
1931	0.5729918231
1932	0.5729880734
1933	0.5729765818
1934	0.5729672528
1935	0.572962551
1936	0.5729536561
1937	0.5729483262
1938	0.572940037
1939	0.5729224288
1940	0.5729140086
1941	0.572897482
1942	0.5728929373
1943	0.5728708302
1944	0.5728569304
1945	0.5728488351
1946	0.5728441318
1947	0.5728277391
1948	0.5728126001
1949	0.5728000182
1950	0.5727798304
1951	0.5727740857
1952	0.5727647139
1953	0.5727531319
1954	0.5727438167
1955	0.5727145533
1956	0.5727032321
1957	0.5726925368
1958	0.57268282
1959	0.5726764039
1960	0.5726491698
1961	0.5726317498
1962	0.5726238337
1963	0.5726189531
1964	0.572595845
1965	0.572592674
1966	0.5725839813
1967	0.5725727567
1968	0.5725602467
1969	0.5725520122
1970	0.5725313294
1971	0.5725267165
1972	0.5725191392
1973	0.5725008256
1974	0.572497096
1975	0.5724869471
1976	0.5724663968
1977	0.5724634895
1978	0.5724476091
1979	0.572436484
1980	0.5724225605
1981	0.5724101772
1982	0.5723886584
1983	0.5723746424
1984	0.5723472033
1985	0.5723421451
1986	0.5723205299
1987	0.572316439
1988	0.572306211
1989	0.572295028
1990	0.5722909403
1991	0.5722719121
1992	0.5722605556
1993	0.572240348
1994	0.5722174618
1995	0.5722120947
1996	0.5721971879
1997	0.5721773301
1998	0.5721733455
1999	0.5721514909
