iter	Logloss
317	0.6297971943
318	0.6297004429
319	0.629677493
320	0.6296584117
321	0.6296304022
322	0.6295454653
323	0.6295042722
324	0.6294566672
325	0.6294513146
326	0.62943918
327	0.6292782163
328	0.6292687939
329	0.6291849812
330	0.6291666152
331	0.6290121257
332	0.6289752296
333	0.6287766832
334	0.6286649027
335	0.6286098281
336	0.6285671945
337	0.628566338
338	0.6285269753
339	0.628524307
340	0.6284789887
341	0.6283472027
342	0.6283417421
343	0.6282423507
344	0.6282020777
345	0.6281732254
346	0.6281618435
347	0.6281486819
348	0.6280960482
349	0.6280463173
350	0.6280078201
351	0.6279817625
352	0.6279660594
353	0.6279457496
354	0.6278814409
355	0.6278730333
356	0.6277577555
357	0.6276845285
358	0.627625455
359	0.6275250008
360	0.6274794139
361	0.6274733547
362	0.6274419625
363	0.6274213858
364	0.6274008465
365	0.6273950523
366	0.6273572527
367	0.6272075356
368	0.6271953997
369	0.6270879639
370	0.6269137569
371	0.6269121474
372	0.6268522545
373	0.6268346532
374	0.62675707
375	0.6266827273
376	0.6266558277
377	0.626558182
378	0.6265066642
379	0.6264102748
380	0.6264018697
381	0.6263376968
382	0.6263208365
383	0.6262339963
384	0.6261852998
385	0.6261198153
386	0.6260085404
387	0.6258979737
388	0.6258288498
389	0.6257362697
390	0.6256519389
391	0.6255518866
392	0.625502705
393	0.6254693702
394	0.6253732161
395	0.6251951194
396	0.6251402029
397	0.6249879994
398	0.6247720462
399	0.6247085758
400	0.6246738621
401	0.6246612936
402	0.6246436331
403	0.6245923109
404	0.6244704004
405	0.6243717674
406	0.6242071675
407	0.6241324094
408	0.6239982251
409	0.623947508
410	0.6238978944
411	0.623749923
412	0.6236709868
413	0.6236592911
414	0.6235941409
415	0.623546416
416	0.6233628053
417	0.6232924307
418	0.6232649931
419	0.6232226255
420	0.6231646876
421	0.6231485489
422	0.6230113061
423	0.6229934768
424	0.6228741263
425	0.6227635671
426	0.6226607857
427	0.6226291839
428	0.622613414
429	0.6225578319
430	0.6225338742
431	0.6224546629
432	0.6224322948
433	0.6223079149
434	0.6222532119
435	0.6221348324
436	0.6220973678
437	0.6220573629
438	0.6220169704
439	0.6219093048
440	0.6218681057
441	0.6217827479
442	0.6216616122
443	0.621550847
444	0.6214895063
445	0.6213649487
446	0.6213078025
447	0.6212719446
448	0.6211674772
449	0.6210311392
450	0.6209221313
451	0.620824811
452	0.6208133058
453	0.6206826016
454	0.6205569482
455	0.6204444083
456	0.6203376754
457	0.6202602649
458	0.6202258506
459	0.6199854937
460	0.6199258278
461	0.6198855764
462	0.6197896541
463	0.6196392518
464	0.6194883646
465	0.6193536223
466	0.6193068764
467	0.6191659619
468	0.619064078
469	0.6189137859
470	0.6188216032
471	0.6186698692
472	0.6186143464
473	0.6186093094
474	0.6184814872
475	0.6183449105
476	0.6182743735
477	0.6182386417
478	0.6181626392
479	0.6181340967
480	0.6179401654
481	0.6179192213
482	0.6178563505
483	0.6178217581
484	0.6176461255
485	0.6175723822
486	0.6175178998
487	0.6174647823
488	0.6174183174
489	0.6173549258
490	0.6173466451
491	0.6172433052
492	0.6172211547
493	0.6171610861
494	0.6170048834
495	0.6168967668
496	0.6167789114
497	0.6166983131
498	0.6165584514
499	0.6164457088
500	0.6162635994
501	0.616234311
502	0.6161788269
503	0.6161639714
504	0.6159962081
505	0.6159718527
506	0.6159034381
507	0.6158867344
508	0.6157847656
509	0.6157250125
510	0.6157105458
511	0.6156758113
512	0.615546338
513	0.6154628186
514	0.615349028
515	0.6152697231
516	0.6151317474
517	0.6151231096
518	0.6150705765
519	0.6150122861
520	0.6149648592
521	0.614859858
522	0.6147938183
523	0.6147229077
524	0.6146131918
525	0.6145408121
526	0.6144660802
527	0.6143936913
528	0.6143639262
529	0.6143213771
530	0.6143057328
531	0.6142924025
532	0.6142246651
533	0.6141424879
534	0.614077538
535	0.6140397503
536	0.6140046422
537	0.6138286898
538	0.6137812475
539	0.6137296572
540	0.6136226396
541	0.6135875705
542	0.6135619789
543	0.6133963219
544	0.6133469285
545	0.6132601261
546	0.6131890537
547	0.6130758787
548	0.6130276124
549	0.613020922
550	0.6128140197
551	0.6126849315
552	0.6126518627
553	0.6125684289
554	0.6123949175
555	0.6123434349
556	0.612319055
557	0.6123039128
558	0.6122375716
559	0.6122177561
560	0.6121727069
561	0.6120296285
562	0.611949799
563	0.6118591638
564	0.6118342609
565	0.6118243557
566	0.6118014109
567	0.6116118601
568	0.6115299923
569	0.6115000539
570	0.6114531125
571	0.6114059167
572	0.611389958
573	0.611371317
574	0.6112552437
575	0.6112495686
576	0.611240407
577	0.6111086837
578	0.6109673331
579	0.6108554423
580	0.6107686428
581	0.6106798676
582	0.610610672
583	0.6105669582
584	0.6104519646
585	0.6104296864
586	0.6104136855
587	0.6103639013
588	0.6102200066
589	0.6101702323
590	0.6100908848
591	0.61008081
592	0.6100047233
593	0.6098839896
594	0.609879884
595	0.6098544917
596	0.6097345199
597	0.6096944587
598	0.6096281122
599	0.6095509999
600	0.6095265769
601	0.6093826939
602	0.6092790005
603	0.6092387028
604	0.6092327476
605	0.609208528
606	0.6090435106
607	0.6089917042
608	0.6088479294
609	0.608728825
610	0.6085551117
611	0.6084191426
612	0.6083793436
613	0.6083509291
614	0.608314908
615	0.6082097015
616	0.6081501479
617	0.6080993914
618	0.6080827424
619	0.6078948198
620	0.6077922752
621	0.6076130831
622	0.6075336119
623	0.607518709
624	0.6074307927
625	0.6073299932
626	0.6073082032
627	0.6072587434
628	0.6071757392
629	0.6071503085
630	0.6070121465
631	0.6068765728
632	0.6068412939
633	0.606725587
634	0.6067073401
635	0.6066840543
636	0.6066522069
637	0.6066025635
638	0.6065280902
639	0.6065183779
640	0.6064809412
641	0.6063675059
642	0.6062545998
643	0.6062058971
644	0.6061854824
645	0.6060767044
646	0.6060674066
647	0.606059074
648	0.606020967
649	0.6060043826
650	0.605950722
651	0.6058477551
652	0.6058108591
653	0.6057510874
654	0.6057247367
655	0.6056760786
656	0.6056598323
657	0.6055757433
658	0.6054904963
659	0.6054478878
660	0.605387327
661	0.605289758
662	0.6052448037
663	0.6052038741
664	0.6051959662
665	0.6051896411
666	0.6051852457
667	0.6050789661
668	0.6050332088
669	0.6050004522
670	0.6048950188
671	0.6047863949
672	0.604739007
673	0.6047055931
674	0.6046547096
675	0.6046447694
676	0.6046041951
677	0.6044981408
678	0.6044211885
679	0.6043614692
680	0.6043440075
681	0.6042964348
682	0.6042539342
683	0.6041978193
684	0.6041877201
685	0.6041613674
686	0.6040415347
687	0.603985479
688	0.6039612264
689	0.6038473208
690	0.6037462663
691	0.6036574375
692	0.6036012208
693	0.6035423832
694	0.6034644179
695	0.6034006224
696	0.6033865225
697	0.6033699903
698	0.603358424
699	0.6033388266
700	0.6033204433
701	0.6032070676
702	0.603135887
703	0.6031252746
704	0.6030527732
705	0.6030435146
706	0.6030080416
707	0.6029674155
708	0.6029073997
709	0.6028259942
710	0.6027685655
711	0.6026508252
712	0.6026053877
713	0.6025892932
714	0.6025691809
715	0.6024699884
716	0.6024525205
717	0.6024282351
718	0.6023338239
719	0.6023119026
720	0.602270838
721	0.6022571014
722	0.6021658415
723	0.602155641
724	0.6021402391
725	0.6021088892
726	0.6019864773
727	0.6019524458
728	0.6019226063
729	0.6018160655
730	0.6016850551
731	0.6016022359
732	0.6015791361
733	0.601571376
734	0.6014939035
735	0.6014322151
736	0.6013661622
737	0.6012932546
738	0.6012702457
739	0.6011456756
740	0.6010692039
741	0.6010460528
742	0.6009564595
743	0.6009153306
744	0.6008861947
745	0.6008334504
746	0.6007555926
747	0.6007420994
748	0.6006502277
749	0.6005744736
750	0.6005431597
751	0.60049942
752	0.6004790577
753	0.6004742042
754	0.6004595545
755	0.6004249841
756	0.6003130191
757	0.6002733188
758	0.6002369546
759	0.6002268043
760	0.6002021033
761	0.600164341
762	0.6001482672
763	0.6001245374
764	0.6001075312
765	0.6000606133
766	0.6000524528
767	0.5999881757
768	0.5999175922
769	0.5999030195
770	0.5998414749
771	0.5997383943
772	0.5997174372
773	0.5996840963
774	0.5996695443
775	0.5996580936
776	0.599481793
777	0.5994769779
778	0.5994123589
779	0.5993534923
780	0.5992607551
781	0.5991898827
782	0.5990800452
783	0.5990211724
784	0.5989756867
785	0.5989131053
786	0.5988990938
787	0.5988734379
788	0.5988276477
789	0.5987843103
790	0.5986781408
791	0.598583912
792	0.5985613122
793	0.5985329319
794	0.5985012209
795	0.5984506143
796	0.5984078025
797	0.5983206766
798	0.5982892193
799	0.5982786176
800	0.598165991
801	0.5981556229
802	0.5980861936
803	0.5980065471
804	0.5978739097
805	0.5978439322
806	0.5978137014
807	0.5977243448
808	0.5977019665
809	0.5976714131
810	0.597612223
811	0.5975827709
812	0.597553705
813	0.5975161247
814	0.5974641408
815	0.5974229042
816	0.5973869932
817	0.5973345333
818	0.5973035624
819	0.5972868454
820	0.5972450772
821	0.597224287
822	0.5972123049
823	0.597115443
824	0.5970395145
825	0.5969672882
826	0.5969081556
827	0.5968252886
828	0.5967506212
829	0.5966650159
830	0.5966038354
831	0.5965143756
832	0.5964145567
833	0.5963674496
834	0.5963074221
835	0.596245783
836	0.5962310421
837	0.5962120798
838	0.5961581837
839	0.5960715687
840	0.5960576855
841	0.5960401791
842	0.59597129
843	0.5959560044
844	0.5959178686
845	0.5958863486
846	0.5958238643
847	0.5958183517
848	0.5957822635
849	0.5957501375
850	0.5957307336
851	0.5956790917
852	0.5956147554
853	0.5955460137
854	0.5955174786
855	0.5954081462
856	0.5953812798
857	0.5952982125
858	0.5952673077
859	0.5951885064
860	0.5951601681
861	0.5951120724
862	0.5950850235
863	0.5950532147
864	0.5950281806
865	0.5949959912
866	0.5949571334
867	0.5948491667
868	0.5948038048
869	0.5947613849
870	0.5947018294
871	0.5946475463
872	0.5946322002
873	0.5946245592
874	0.5945731462
875	0.5945560838
876	0.5945338562
877	0.5944955324
878	0.5944134359
879	0.5944004016
880	0.5943880042
881	0.5943519111
882	0.5942839204
883	0.5942657967
884	0.5942279631
885	0.5941212106
886	0.5941047227
887	0.5940986452
888	0.5940908301
889	0.5940233694
890	0.5940099919
891	0.5939940517
892	0.5939620133
893	0.5939375223
894	0.5939152381
895	0.5938791582
896	0.5938753507
897	0.5937818358
898	0.5937092378
899	0.5936524497
900	0.5936317831
901	0.5935800825
902	0.5935488414
903	0.5934980893
904	0.5934672979
905	0.5934418613
906	0.5933828114
907	0.5933579869
908	0.5933232937
909	0.5933006863
910	0.593293505
911	0.5932731266
912	0.5932150144
913	0.5931506267
914	0.5931416755
915	0.5931248622
916	0.5931163813
917	0.5930703583
918	0.5930625912
919	0.5930547425
920	0.5930262396
921	0.5930155378
922	0.592972158
923	0.5929654364
924	0.5929563469
925	0.592925975
926	0.5928450329
927	0.5928374384
928	0.5927998265
929	0.5927794814
930	0.5927437774
931	0.5926811918
932	0.5926691242
933	0.592624453
934	0.5926114916
935	0.5925997061
936	0.592567878
937	0.5925172392
938	0.5924686788
939	0.5924344068
940	0.592410265
941	0.5923905792
942	0.5923732466
943	0.5923475253
944	0.5923250144
945	0.592301693
946	0.5922327873
947	0.5921492079
948	0.592059358
949	0.5920203265
950	0.591966284
951	0.5919558713
952	0.5919472078
953	0.5919369024
954	0.5919210203
955	0.5919017025
956	0.5918335765
957	0.5917588493
958	0.5917188247
959	0.5917083648
960	0.591656799
961	0.5916078887
962	0.5915858033
963	0.5915392046
964	0.5915200423
965	0.591492253
966	0.5914684455
967	0.5914263007
968	0.5913827141
969	0.5913475825
970	0.5912931507
971	0.5912635533
972	0.5912585714
973	0.5911361908
974	0.5910992318
975	0.5910949943
976	0.5910480761
977	0.5910138067
978	0.5909651449
979	0.590953543
980	0.5909184326
981	0.5909022053
982	0.5908698196
983	0.5908549427
984	0.5908286771
985	0.590783759
986	0.5907668725
987	0.5907580129
988	0.5907367284
989	0.5907230534
990	0.5906701889
991	0.5906265161
992	0.5906076097
993	0.5905858257
994	0.5905591533
995	0.5904433356
996	0.5904370637
997	0.590427092
998	0.5904178273
999	0.5904107236
1000	0.5903964086
1001	0.5903682252
1002	0.5903455642
1003	0.5902850603
1004	0.5902250739
1005	0.590217897
1006	0.5901924369
1007	0.5901644859
1008	0.5901142963
1009	0.5900733221
1010	0.5900605103
1011	0.5900453144
1012	0.5900225025
1013	0.5899593625
1014	0.589918095
1015	0.589882129
1016	0.5898711959
1017	0.5897720483
1018	0.5897618307
1019	0.589751104
1020	0.5897427864
1021	0.5897372061
1022	0.5897249736
1023	0.5897056617
1024	0.5896611577
1025	0.5896172417
1026	0.5896096197
1027	0.589584632
1028	0.5895702388
1029	0.5895108098
1030	0.5894751577
1031	0.5894670276
1032	0.5894503353
1033	0.5894149126
1034	0.5893511724
1035	0.5892729012
1036	0.5892128901
1037	0.5891598894
1038	0.58914747
1039	0.5891158086
1040	0.5890855378
1041	0.589077282
1042	0.5890242319
1043	0.5890019412
1044	0.5889503659
1045	0.5889412039
1046	0.5889355534
1047	0.5888774368
1048	0.5888645975
1049	0.5888001251
1050	0.5887597812
1051	0.5887411112
1052	0.5887204092
1053	0.5886866698
1054	0.5886519738
1055	0.5886162331
1056	0.5886047104
1057	0.5885629211
1058	0.5885277054
1059	0.5884952659
1060	0.5884643013
1061	0.5884597934
1062	0.5884050885
1063	0.5883772855
1064	0.5883352072
1065	0.5883298615
1066	0.5883209338
1067	0.5883088572
1068	0.5882865221
1069	0.5882077401
1070	0.5882003166
1071	0.5881819771
1072	0.5881478909
1073	0.5881386704
1074	0.5881209972
1075	0.5881085198
1076	0.5880859774
1077	0.5880617853
1078	0.5880248218
1079	0.5879531007
1080	0.5879399568
1081	0.5879204469
1082	0.5878965181
1083	0.5878812742
1084	0.5878720863
1085	0.5877855115
1086	0.5877038862
1087	0.5876889927
1088	0.5876545281
1089	0.5876244989
1090	0.5876056834
1091	0.5875967198
1092	0.5875709556
1093	0.5875570184
1094	0.5875050465
1095	0.5874571615
1096	0.5874448663
1097	0.587415809
1098	0.5874041484
1099	0.5873965762
1100	0.5873630286
1101	0.5873335962
1102	0.5873169193
1103	0.5872811803
1104	0.5872365428
1105	0.587223356
1106	0.5872105738
1107	0.5871867179
1108	0.5871658606
1109	0.5871470039
1110	0.5870922985
1111	0.5870841632
1112	0.5870781792
1113	0.5870618953
1114	0.5870166257
1115	0.5869922801
1116	0.5869676329
1117	0.5869091935
1118	0.5868943638
1119	0.5868745852
1120	0.5868512529
1121	0.5868335411
1122	0.5868203465
1123	0.5867948477
1124	0.5867398593
1125	0.586719858
1126	0.5867069941
1127	0.586690274
1128	0.5866303093
1129	0.5866043674
1130	0.5865859004
1131	0.5865810112
1132	0.586575957
1133	0.5865380653
1134	0.5865078448
1135	0.5865007581
1136	0.5864589065
1137	0.5864506213
1138	0.5863782827
1139	0.5863544436
1140	0.5863247669
1141	0.5862866742
1142	0.5862583054
1143	0.5862135071
1144	0.5861773384
1145	0.586122599
1146	0.5861145126
1147	0.5861074179
1148	0.5860798578
1149	0.5860558048
1150	0.5860310847
1151	0.5860129452
1152	0.5859591989
1153	0.5859465626
1154	0.5859416903
1155	0.5859304057
1156	0.5859200396
1157	0.585897302
1158	0.5858824616
1159	0.5858381304
1160	0.5858177571
1161	0.5857657077
1162	0.5857317708
1163	0.5857233295
1164	0.5856613348
1165	0.585631334
1166	0.5856227671
1167	0.5855962474
1168	0.5855587383
1169	0.5855030781
1170	0.585461672
1171	0.5854499904
1172	0.5853926263
1173	0.5853704489
1174	0.5853563179
1175	0.5852896623
1176	0.5852848352
1177	0.5852519245
1178	0.5852293469
1179	0.5852250457
1180	0.5852159654
1181	0.5852076487
1182	0.5851591109
1183	0.5851496242
1184	0.585118475
1185	0.5850881589
1186	0.5850396962
1187	0.5850336648
1188	0.5849873863
1189	0.5849779557
1190	0.5849714719
1191	0.5849365436
1192	0.5849150276
1193	0.5848953618
1194	0.5848683745
1195	0.5848588124
1196	0.584820922
1197	0.5848135444
1198	0.5848026382
1199	0.584792737
1200	0.5847867169
1201	0.5847423064
1202	0.5847136147
1203	0.584701141
1204	0.5846630811
1205	0.5846401956
1206	0.5846219995
1207	0.5845757552
1208	0.5845715082
1209	0.5845609014
1210	0.5845350483
1211	0.5845117811
1212	0.5844842742
1213	0.5844449135
1214	0.5844308818
1215	0.584417704
1216	0.5844125022
1217	0.5843853976
1218	0.5843771362
1219	0.5843567043
1220	0.5843320961
1221	0.5843208167
1222	0.5843105167
1223	0.5842652182
1224	0.5842460342
1225	0.5842178981
1226	0.5841960787
1227	0.5841753593
1228	0.5841443188
1229	0.5841204977
1230	0.5840950831
1231	0.5840522808
1232	0.5840429903
1233	0.5840215057
1234	0.5840074382
1235	0.5839944366
1236	0.583971702
1237	0.5839165306
1238	0.5838773271
1239	0.5838439391
1240	0.5838378387
1241	0.5838260514
1242	0.5837955375
1243	0.5837803271
1244	0.5837694058
1245	0.583755256
1246	0.5837366482
1247	0.5836919562
1248	0.5836756179
1249	0.5836672529
1250	0.5836576402
1251	0.5836083561
1252	0.5835645604
1253	0.5835264456
1254	0.5835046884
1255	0.5834979563
1256	0.5834784559
1257	0.5834755615
1258	0.5834601468
1259	0.5834449429
1260	0.5834250051
1261	0.5834089656
1262	0.5833917641
1263	0.5833843521
1264	0.5833674069
1265	0.5833594917
1266	0.5833296896
1267	0.5833186326
1268	0.583313414
1269	0.5832858452
1270	0.5832738501
1271	0.5832698201
1272	0.5832518977
1273	0.5832139188
1274	0.583209887
1275	0.5831882485
1276	0.5831534498
1277	0.5831187058
1278	0.5831153843
1279	0.5831095836
1280	0.5831000739
1281	0.5830838788
1282	0.5830451853
1283	0.5830370653
1284	0.5830055862
1285	0.582991382
1286	0.5829526355
1287	0.5829389873
1288	0.5829111049
1289	0.5829050289
1290	0.5828830395
1291	0.5828742427
1292	0.5828340182
1293	0.582813818
1294	0.5827612034
1295	0.5827482443
1296	0.5827209307
1297	0.5827131731
1298	0.5826990247
1299	0.5826587919
1300	0.582637938
1301	0.5826349657
1302	0.582627347
1303	0.5826065803
1304	0.5825973206
1305	0.5825864027
1306	0.5825779431
1307	0.5825708364
1308	0.5825115739
1309	0.5824996438
1310	0.5824677653
1311	0.5824483675
1312	0.5824390071
1313	0.5823981688
1314	0.5823502325
1315	0.5823409541
1316	0.5823270569
1317	0.582311128
1318	0.5823073845
1319	0.5823011325
1320	0.5822892453
1321	0.5822728463
1322	0.5822428209
1323	0.5822298274
1324	0.5821836319
1325	0.5821770689
1326	0.5821679704
1327	0.582144795
1328	0.5821171528
1329	0.5820960358
1330	0.5820861544
1331	0.5820677024
1332	0.5820438786
1333	0.5820292006
1334	0.5819854348
1335	0.5819632608
1336	0.5819522299
1337	0.5819312803
1338	0.5819007614
1339	0.5818665126
1340	0.581849512
1341	0.5818245449
1342	0.5818200887
1343	0.5818084717
1344	0.5817740399
1345	0.5817475533
1346	0.5817352964
1347	0.5817311235
1348	0.5817281446
1349	0.5817086609
1350	0.5817056182
1351	0.5816768155
1352	0.5816645839
1353	0.5816475859
1354	0.5816375142
1355	0.5816333182
1356	0.5816255401
1357	0.5815845351
1358	0.581559102
1359	0.5815498567
1360	0.5815395603
1361	0.5815260445
1362	0.5815131403
1363	0.5814923767
1364	0.581456932
1365	0.5814486629
1366	0.5814251075
1367	0.5813990132
1368	0.5813773279
1369	0.5813722821
1370	0.5813557804
1371	0.5813405906
1372	0.5813359922
1373	0.5813030248
1374	0.5812932327
1375	0.5812804481
1376	0.581227816
1377	0.5811878726
1378	0.5811813876
1379	0.5811127445
1380	0.5810971162
1381	0.5810816584
1382	0.5810686714
1383	0.5810609904
1384	0.5810515298
1385	0.5810395436
1386	0.581022982
1387	0.5810156959
1388	0.5810067171
1389	0.580975511
1390	0.5809666327
1391	0.5809648063
1392	0.5809516399
1393	0.5809454585
1394	0.5809263269
1395	0.5808958165
1396	0.580878321
1397	0.5808618902
1398	0.5808475647
1399	0.5808207587
1400	0.5807968858
1401	0.580784331
1402	0.5807796976
1403	0.5807481494
1404	0.5807338496
1405	0.5806890117
1406	0.5806376285
1407	0.5806004406
1408	0.580594685
1409	0.5805559505
1410	0.5805373706
1411	0.5805263857
1412	0.5805191188
1413	0.5805125481
1414	0.580506146
1415	0.5804948288
1416	0.5804838544
1417	0.5804746856
1418	0.5804660201
1419	0.5804579029
1420	0.5804242961
1421	0.5804183888
1422	0.5804017937
1423	0.5803880711
1424	0.5803587122
1425	0.5803378326
1426	0.5802860263
1427	0.5802763244
1428	0.5802683429
1429	0.5802644607
1430	0.5802492221
1431	0.5802423995
1432	0.5802329842
1433	0.5802233229
1434	0.5802091385
1435	0.5801808974
1436	0.5801593296
1437	0.5801536132
1438	0.5801443523
1439	0.5801300906
1440	0.580098164
1441	0.5800863498
1442	0.5800767846
1443	0.5800543026
1444	0.580045012
1445	0.5800203938
1446	0.5799791449
1447	0.5799564803
1448	0.579915357
1449	0.5799017478
1450	0.5798913177
1451	0.5798777121
1452	0.5798609729
1453	0.5798280863
1454	0.5797808946
1455	0.579734661
1456	0.5797007537
1457	0.5796843576
1458	0.5796713902
1459	0.579655135
1460	0.5796380581
1461	0.5796215694
1462	0.579606468
1463	0.5795696015
1464	0.5795549223
1465	0.579548194
1466	0.5795263984
1467	0.5795000582
1468	0.5794884826
1469	0.579472133
1470	0.5794505715
1471	0.5794460675
1472	0.5794391528
1473	0.5794217329
1474	0.5794101731
1475	0.5793752501
1476	0.5793647834
1477	0.5793479618
1478	0.5793318894
1479	0.5793181521
1480	0.5793011411
1481	0.5792782184
1482	0.5792683817
1483	0.5792574548
1484	0.579223611
1485	0.5792003085
1486	0.5791614679
1487	0.5791531975
1488	0.5791462345
1489	0.5791414385
1490	0.5791294589
1491	0.5791176731
1492	0.5791109409
1493	0.5790894565
1494	0.5790827539
1495	0.5790432568
1496	0.5790256024
1497	0.5790028358
1498	0.5789794114
1499	0.5789676581
1500	0.578959389
1501	0.5789481462
1502	0.5789399319
1503	0.5789343816
1504	0.5789127635
1505	0.5789062053
1506	0.5788925796
1507	0.5788727363
1508	0.5788562052
1509	0.578850813
1510	0.5788468563
1511	0.5788192332
1512	0.5788066715
1513	0.5787630059
